Date,Open,High,Low,Close,Adj Close,Volume
2018-05-06,0.048678,0.048974,0.044511,0.046856,0.046856,6686140
2018-05-07,0.046753,0.047184,0.043020,0.044621,0.044621,4637530
2018-05-08,0.044664,0.046498,0.043968,0.046180,0.046180,6865950
2018-05-09,0.046244,0.048592,0.044100,0.048276,0.048276,9140310
2018-05-10,0.048340,0.048536,0.042872,0.042872,0.042872,7425820
2018-05-11,0.043020,0.043114,0.036494,0.036524,0.036524,9750750
2018-05-12,0.036612,0.040800,0.034712,0.040499,0.040499,9600650
2018-05-13,0.040456,0.044161,0.039390,0.043710,0.043710,5957970
2018-05-14,0.043619,0.044519,0.040239,0.042966,0.042966,5475090
2018-05-15,0.042808,0.043517,0.039571,0.039951,0.039951,3392320
2018-05-16,0.039676,0.039829,0.036886,0.037247,0.037247,3764510
2018-05-17,0.037200,0.038719,0.033533,0.033560,0.033560,3894100
2018-05-18,0.033764,0.036614,0.032510,0.036395,0.036395,3153070
2018-05-19,0.036474,0.038566,0.035395,0.037583,0.037583,3487450
2018-05-20,0.037587,0.041555,0.037041,0.041129,0.041129,4355350
2018-05-21,0.041177,0.041367,0.039487,0.040957,0.040957,5259580
2018-05-22,0.040938,0.041043,0.037454,0.037899,0.037899,4921000
2018-05-23,0.038026,0.038403,0.033829,0.035024,0.035024,5023140
2018-05-24,0.034885,0.036472,0.033443,0.035588,0.035588,2982750
2018-05-25,0.035672,0.036083,0.033965,0.034299,0.034299,1976550
2018-05-26,0.034308,0.035136,0.033700,0.033755,0.033755,1675120
2018-05-27,0.033868,0.033870,0.032451,0.033077,0.033077,1454690
2018-05-28,0.032963,0.033235,0.030443,0.030574,0.030574,2476690
2018-05-29,0.030489,0.033875,0.030356,0.032763,0.032763,2732960
2018-05-30,0.032808,0.033615,0.031495,0.031615,0.031615,1593360
2018-05-31,0.031650,0.034110,0.031542,0.033034,0.033034,2114840
2018-06-01,0.033165,0.035106,0.032579,0.033681,0.033681,2986150
2018-06-02,0.033455,0.035317,0.033292,0.034754,0.034754,1999560
2018-06-03,0.034917,0.036388,0.034673,0.035814,0.035814,2399390
2018-06-04,0.035770,0.036132,0.032931,0.033227,0.033227,2735930
2018-06-05,0.033295,0.034260,0.032468,0.033346,0.033346,1936790
2018-06-06,0.033330,0.034838,0.033161,0.034517,0.034517,2843220
2018-06-07,0.034455,0.035328,0.033983,0.034660,0.034660,2932980
2018-06-08,0.034589,0.036989,0.033845,0.036362,0.036362,3497140
2018-06-09,0.036330,0.037699,0.036188,0.036188,0.036188,5558810
2018-06-10,0.036099,0.036099,0.030513,0.031395,0.031395,4250080
2018-06-11,0.031426,0.033043,0.030823,0.032983,0.032983,3179790
2018-06-12,0.032894,0.032943,0.027916,0.028141,0.028141,4310700
2018-06-13,0.028112,0.028844,0.024555,0.025685,0.025685,4072710
2018-06-14,0.025696,0.028895,0.025696,0.028539,0.028539,3631230
2018-06-15,0.028469,0.028778,0.026550,0.026865,0.026865,1579730
2018-06-16,0.026680,0.027948,0.026503,0.027541,0.027541,1701370
2018-06-17,0.027518,0.028133,0.026902,0.026956,0.026956,1041350
2018-06-18,0.026910,0.028263,0.025808,0.028024,0.028024,1837320
2018-06-19,0.028003,0.028215,0.027243,0.027675,0.027675,1567840
2018-06-20,0.027638,0.027675,0.025218,0.026108,0.026108,2609460
2018-06-21,0.026133,0.027056,0.025597,0.025999,0.025999,1971010
2018-06-22,0.025961,0.025964,0.020952,0.021726,0.021726,2727050
2018-06-23,0.021763,0.022333,0.020777,0.021199,0.021199,1501250
2018-06-24,0.021208,0.021208,0.017425,0.019931,0.019931,3716330
2018-06-25,0.019859,0.021678,0.019737,0.021659,0.021659,2298080
2018-06-26,0.021642,0.021793,0.020198,0.020285,0.020285,1693180
2018-06-27,0.020163,0.023730,0.019989,0.023171,0.023171,4036730
2018-06-28,0.023174,0.025569,0.022760,0.022916,0.022916,4903970
2018-06-29,0.023037,0.024668,0.021955,0.024520,0.024520,2069950
2018-06-30,0.024518,0.026231,0.024518,0.026231,0.026231,1893340
2018-07-01,0.026294,0.026391,0.024844,0.025649,0.025649,1152800
2018-07-02,0.025707,0.028573,0.024968,0.027988,0.027988,2143820
2018-07-03,0.027795,0.031006,0.027507,0.029158,0.029158,4872240
2018-07-04,0.029290,0.031052,0.028126,0.029737,0.029737,2741270
2018-07-05,0.029840,0.030735,0.028640,0.029955,0.029955,2067860
2018-07-06,0.029933,0.033110,0.028694,0.033110,0.033110,5849000
2018-07-07,0.033145,0.036446,0.031426,0.036446,0.036446,7912490
2018-07-08,0.036477,0.042210,0.035360,0.041294,0.041294,19414800
2018-07-09,0.041381,0.046121,0.037309,0.038214,0.038214,26241800
2018-07-10,0.037521,0.041110,0.034486,0.037498,0.037498,14192000
2018-07-11,0.037441,0.040938,0.037441,0.039105,0.039105,10400800
2018-07-12,0.039215,0.040229,0.037001,0.038575,0.038575,6579630
2018-07-13,0.038765,0.039434,0.036725,0.036862,0.036862,4731130
2018-07-14,0.036759,0.037255,0.033595,0.033874,0.033874,6200960
2018-07-15,0.033897,0.038822,0.032311,0.037876,0.037876,7261440
2018-07-16,0.038153,0.040215,0.036790,0.039670,0.039670,5673180
2018-07-17,0.039506,0.044790,0.038272,0.043325,0.043325,5650310
2018-07-18,0.043280,0.044796,0.040030,0.042018,0.042018,5031000
2018-07-19,0.041919,0.047855,0.041148,0.047184,0.047184,17588200
2018-07-20,0.047212,0.048403,0.042039,0.042885,0.042885,14529800
2018-07-21,0.042962,0.044567,0.041104,0.044062,0.044062,4083420
2018-07-22,0.044148,0.046932,0.044004,0.045801,0.045801,4301340
2018-07-23,0.045713,0.048918,0.045516,0.046878,0.046878,7958560
2018-07-24,0.047013,0.049030,0.043974,0.046331,0.046331,10761100
2018-07-25,0.045491,0.046700,0.043205,0.044942,0.044942,7839280
2018-07-26,0.044922,0.044922,0.038569,0.041681,0.041681,7680430
2018-07-27,0.041609,0.044681,0.038860,0.043625,0.043625,7365040
2018-07-28,0.043611,0.044226,0.042600,0.042983,0.042983,3891210
2018-07-29,0.043369,0.044135,0.040605,0.040987,0.040987,4439100
2018-07-30,0.040888,0.041929,0.038825,0.041100,0.041100,4200490
2018-07-31,0.040915,0.040915,0.036555,0.036851,0.036851,3146290
2018-08-01,0.036936,0.037317,0.034967,0.036564,0.036564,4059800
2018-08-02,0.036525,0.039107,0.035207,0.035669,0.035669,5796390
2018-08-03,0.035794,0.035794,0.032319,0.033516,0.033516,4231620
2018-08-04,0.033558,0.034721,0.030793,0.032048,0.032048,2827000
2018-08-05,0.031906,0.033870,0.031527,0.033642,0.033642,2723590
2018-08-06,0.033559,0.035036,0.032138,0.032744,0.032744,2997670
2018-08-07,0.032482,0.033656,0.030376,0.030376,0.030376,2791830
2018-08-08,0.030368,0.030368,0.026804,0.027707,0.027707,3515350
2018-08-09,0.027694,0.029589,0.025839,0.028838,0.028838,3594160
2018-08-10,0.028846,0.029692,0.026256,0.027143,0.027143,2761500
2018-08-11,0.027112,0.027288,0.025236,0.026546,0.026546,2666600
2018-08-12,0.026482,0.027450,0.026183,0.026612,0.026612,1774640
2018-08-13,0.026994,0.027293,0.024301,0.024327,0.024327,2464510
2018-08-14,0.024251,0.024251,0.020863,0.022286,0.022286,3178950
2018-08-15,0.022332,0.027454,0.022332,0.024361,0.024361,4042340
2018-08-16,0.024415,0.025297,0.023703,0.024402,0.024402,2499030
2018-08-17,0.024386,0.028078,0.024356,0.028034,0.028034,3279470
2018-08-18,0.028037,0.028487,0.024988,0.025974,0.025974,2407060
2018-08-19,0.025900,0.027351,0.025256,0.026259,0.026259,1762160
2018-08-20,0.026172,0.026730,0.024177,0.024233,0.024233,1559930
2018-08-21,0.024209,0.025246,0.024130,0.024789,0.024789,1985880
2018-08-22,0.024700,0.026943,0.022940,0.023573,0.023573,4084060
2018-08-23,0.023578,0.025581,0.022961,0.025578,0.025578,15009100
2018-08-24,0.025555,0.026218,0.024637,0.026081,0.026081,19100700
2018-08-25,0.026014,0.026550,0.025481,0.026103,0.026103,18893700
2018-08-26,0.026138,0.026350,0.024639,0.025544,0.025544,17787900
2018-08-27,0.025778,0.027764,0.025438,0.027764,0.027764,10228500
2018-08-28,0.027806,0.029658,0.027771,0.029345,0.029345,11240000
2018-08-29,0.029496,0.029642,0.028360,0.029524,0.029524,10065700
2018-08-30,0.029590,0.030932,0.027982,0.030541,0.030541,10163200
2018-08-31,0.030548,0.032169,0.029354,0.031028,0.031028,10536800
2018-09-01,0.031094,0.035248,0.031073,0.034198,0.034198,11493000
2018-09-02,0.034084,0.034941,0.032416,0.032476,0.032476,9721860
2018-09-03,0.032503,0.034361,0.030685,0.033839,0.033839,18160800
2018-09-04,0.034200,0.034917,0.031934,0.033764,0.033764,13364100
2018-09-05,0.033802,0.035310,0.026130,0.026130,0.026130,7309700
2018-09-06,0.026084,0.026642,0.024814,0.025860,0.025860,3069490
2018-09-07,0.025935,0.026884,0.024595,0.024685,0.024685,3178610
2018-09-08,0.024672,0.025492,0.023308,0.023964,0.023964,2717830
2018-09-09,0.023728,0.024924,0.023293,0.024119,0.024119,2159400
2018-09-10,0.024160,0.024479,0.023126,0.023697,0.023697,2151160
2018-09-11,0.023545,0.023952,0.022348,0.022506,0.022506,2635200
2018-09-12,0.022502,0.022798,0.020547,0.022179,0.022179,2986720
2018-09-13,0.022212,0.025034,0.022133,0.025034,0.025034,4252590
2018-09-14,0.024989,0.025961,0.024113,0.025048,0.025048,4118160
2018-09-15,0.025060,0.025926,0.024609,0.025461,0.025461,3255220
2018-09-16,0.025569,0.025569,0.024521,0.025407,0.025407,3435280
2018-09-17,0.025374,0.025776,0.023810,0.024108,0.024108,2770800
2018-09-18,0.024047,0.025283,0.023966,0.025058,0.025058,4200030
2018-09-19,0.024996,0.025497,0.024147,0.025387,0.025387,4133360
2018-09-20,0.025393,0.025673,0.024013,0.024934,0.024934,4134040
2018-09-21,0.024992,0.026650,0.024435,0.026174,0.026174,6596040
2018-09-22,0.026189,0.026439,0.024707,0.024835,0.024835,4154670
2018-09-23,0.024877,0.025898,0.024734,0.025898,0.025898,6761190
2018-09-24,0.025893,0.026135,0.024581,0.024606,0.024606,4736820
2018-09-25,0.024655,0.024690,0.023487,0.023910,0.023910,2150940
2018-09-26,0.023968,0.024566,0.023855,0.024016,0.024016,1864350
2018-09-27,0.023952,0.025674,0.023853,0.025557,0.025557,3715580
2018-09-28,0.025380,0.025983,0.024517,0.024791,0.024791,2595480
2018-09-29,0.024687,0.026136,0.024286,0.024964,0.024964,2023180
2018-09-30,0.024945,0.024980,0.024345,0.024640,0.024640,2789190
2018-10-01,0.024593,0.024828,0.023085,0.024266,0.024266,3814510
2018-10-02,0.024227,0.024865,0.024148,0.024606,0.024606,3593940
2018-10-03,0.024614,0.024723,0.023917,0.024653,0.024653,2490580
2018-10-04,0.024292,0.024859,0.024143,0.024633,0.024633,2931880
2018-10-05,0.024648,0.026215,0.024388,0.026141,0.026141,4110340
2018-10-06,0.026259,0.026259,0.024901,0.025072,0.025072,3413710
2018-10-07,0.025162,0.025597,0.024744,0.025239,0.025239,2335170
2018-10-08,0.025310,0.025997,0.025200,0.025888,0.025888,3231700
2018-10-09,0.025942,0.026033,0.025180,0.025491,0.025491,3633490
2018-10-10,0.025422,0.025887,0.024928,0.025509,0.025509,3986390
2018-10-11,0.025477,0.025477,0.022756,0.022874,0.022874,2669590
2018-10-12,0.022838,0.023805,0.022403,0.023207,0.023207,3213070
2018-10-13,0.023264,0.023607,0.022928,0.023058,0.023058,2340050
2018-10-14,0.023061,0.026408,0.022691,0.023257,0.023257,2635920
2018-10-15,0.023235,0.025972,0.023110,0.024432,0.024432,2442930
2018-10-16,0.024470,0.024728,0.023078,0.023965,0.023965,1630340
2018-10-17,0.024192,0.024349,0.023030,0.023526,0.023526,2052480
2018-10-18,0.023909,0.024121,0.023181,0.023551,0.023551,1987580
2018-10-19,0.023521,0.023809,0.022882,0.023615,0.023615,2016830
2018-10-20,0.023654,0.023895,0.023009,0.023284,0.023284,1690350
2018-10-21,0.023427,0.023928,0.023176,0.023289,0.023289,1797120
2018-10-22,0.023641,0.023803,0.022456,0.022683,0.022683,2338530
2018-10-23,0.022716,0.023088,0.021987,0.022073,0.022073,1979130
2018-10-24,0.022034,0.022513,0.021985,0.022297,0.022297,1414370
2018-10-25,0.022435,0.022958,0.022052,0.022734,0.022734,1479320
2018-10-26,0.022758,0.022903,0.021972,0.022448,0.022448,2178390
2018-10-27,0.022439,0.022962,0.022161,0.022549,0.022549,1846880
2018-10-28,0.022712,0.022801,0.022221,0.022390,0.022390,1327870
2018-10-29,0.022501,0.022517,0.021067,0.021105,0.021105,1736280
2018-10-30,0.021118,0.021423,0.020807,0.020807,0.020807,1397560
2018-10-31,0.020853,0.021302,0.020445,0.021302,0.021302,2509650
2018-11-01,0.021308,0.021577,0.020611,0.020779,0.020779,2234670
2018-11-02,0.020755,0.022441,0.020715,0.021747,0.021747,2870910
2018-11-03,0.021788,0.022120,0.021401,0.021522,0.021522,1597620
2018-11-04,0.021518,0.021820,0.021322,0.021789,0.021789,1963390
2018-11-05,0.021699,0.021941,0.021181,0.021219,0.021219,2273460
2018-11-06,0.021264,0.021419,0.020860,0.021292,0.021292,1917520
2018-11-07,0.021356,0.021780,0.021124,0.021414,0.021414,1844130
2018-11-08,0.021402,0.021428,0.020370,0.020488,0.020488,1223020
2018-11-09,0.020537,0.020801,0.020236,0.020319,0.020319,1670370
2018-11-10,0.020246,0.020699,0.020198,0.020278,0.020278,1202010
2018-11-11,0.020309,0.020419,0.019430,0.019481,0.019481,1189600
2018-11-12,0.019573,0.019954,0.018878,0.019929,0.019929,1942190
2018-11-13,0.019928,0.020125,0.019069,0.019379,0.019379,1728620
2018-11-14,0.019285,0.019321,0.016338,0.016940,0.016940,1692300
2018-11-15,0.016892,0.016985,0.015186,0.016182,0.016182,1671370
2018-11-16,0.016513,0.017626,0.016358,0.016978,0.016978,1548000
2018-11-17,0.016955,0.017490,0.016247,0.016584,0.016584,1624560
2018-11-18,0.016625,0.017172,0.016601,0.016793,0.016793,1049350
2018-11-19,0.016747,0.016790,0.013449,0.013638,0.013638,1636410
2018-11-20,0.013666,0.014181,0.011842,0.012088,0.012088,1892010
2018-11-21,0.012147,0.013166,0.011926,0.012999,0.012999,1256390
2018-11-22,0.012926,0.013358,0.012065,0.012156,0.012156,1177180
2018-11-23,0.011798,0.012074,0.011239,0.011606,0.011606,1293580
2018-11-24,0.011638,0.011969,0.010347,0.010986,0.010986,1392710
2018-11-25,0.011076,0.011335,0.009485,0.011009,0.011009,1417610
2018-11-26,0.011010,0.011664,0.010132,0.010692,0.010692,1199700
2018-11-27,0.010670,0.012368,0.010626,0.012158,0.012158,2481920
2018-11-28,0.012159,0.014436,0.012159,0.014117,0.014117,2508060
2018-11-29,0.014201,0.014888,0.013466,0.013956,0.013956,1630608
2018-11-30,0.013947,0.014115,0.012172,0.012737,0.012737,2322520
2018-12-01,0.012819,0.013908,0.012199,0.013673,0.013673,2024574
2018-12-02,0.013662,0.014144,0.013070,0.013232,0.013232,1022924
2018-12-03,0.013273,0.013525,0.011475,0.011869,0.011869,1100568
2018-12-04,0.011905,0.012599,0.011747,0.012200,0.012200,999766
2018-12-05,0.012225,0.012775,0.010919,0.010919,0.010919,1058219
2018-12-06,0.010932,0.011813,0.010263,0.010263,0.010263,1292981
2018-12-07,0.010281,0.010585,0.008980,0.009588,0.009588,1849391
2018-12-08,0.009688,0.010102,0.009485,0.009807,0.009807,1227922
2018-12-09,0.009848,0.010485,0.009568,0.010000,0.010000,973301
2018-12-10,0.009944,0.010087,0.009252,0.009385,0.009385,1179459
2018-12-11,0.009484,0.009524,0.008465,0.008773,0.008773,1896376
2018-12-12,0.008767,0.009192,0.008578,0.008722,0.008722,1303881
2018-12-13,0.008731,0.008836,0.007943,0.008059,0.008059,1024272
2018-12-14,0.008043,0.008146,0.007640,0.007934,0.007934,928724
2018-12-15,0.007955,0.008485,0.007834,0.008333,0.008333,894670
2018-12-16,0.008344,0.008954,0.008261,0.008350,0.008350,892563
2018-12-17,0.008358,0.010210,0.008336,0.009741,0.009741,1622159
2018-12-18,0.009737,0.011086,0.009737,0.011086,0.011086,1809606
2018-12-19,0.011213,0.012474,0.010921,0.011219,0.011219,1939676
2018-12-20,0.011116,0.012632,0.010633,0.011949,0.011949,1961050
2018-12-21,0.011943,0.012304,0.010403,0.010403,0.010403,1318367
2018-12-22,0.010439,0.011085,0.010205,0.011076,0.011076,1220274
2018-12-23,0.010950,0.011714,0.010950,0.011292,0.011292,879023
2018-12-24,0.011360,0.012553,0.011360,0.011974,0.011974,1325984
2018-12-25,0.011966,0.011966,0.010116,0.010562,0.010562,1270659
2018-12-26,0.010589,0.010947,0.010424,0.010592,0.010592,835775
2018-12-27,0.010566,0.010593,0.009506,0.009605,0.009605,865260
2018-12-28,0.009600,0.010775,0.009352,0.010496,0.010496,1702483
2018-12-29,0.010498,0.010981,0.010389,0.010497,0.010497,1551149
2018-12-30,0.010454,0.010851,0.010386,0.010717,0.010717,807371
2018-12-31,0.010747,0.010876,0.010287,0.010426,0.010426,735414
2019-01-01,0.010456,0.010755,0.010127,0.010740,0.010740,1497562
2019-01-02,0.010650,0.010867,0.010572,0.010785,0.010785,1081040
2019-01-03,0.010831,0.010960,0.010680,0.010846,0.010846,1533564
2019-01-04,0.010859,0.011027,0.010459,0.010923,0.010923,1149643
2019-01-05,0.010720,0.011058,0.010593,0.010911,0.010911,3157033
2019-01-06,0.010644,0.011992,0.010644,0.011888,0.011888,1596385
2019-01-07,0.011890,0.012314,0.011328,0.012197,0.012197,1968408
2019-01-08,0.012200,0.012200,0.011552,0.011566,0.011566,1631036
2019-01-09,0.011563,0.011797,0.011419,0.011554,0.011554,1314739
2019-01-10,0.011567,0.011663,0.009787,0.010079,0.010079,1768822
2019-01-11,0.010089,0.010430,0.009840,0.010152,0.010152,1340425
2019-01-12,0.010153,0.010312,0.009810,0.010126,0.010126,1089332
2019-01-13,0.010107,0.010117,0.009348,0.009426,0.009426,950942
2019-01-14,0.009347,0.010389,0.009313,0.010159,0.010159,1404184
2019-01-15,0.010043,0.010508,0.009440,0.010054,0.010054,927040
2019-01-16,0.010055,0.010055,0.009527,0.009821,0.009821,983657
2019-01-17,0.009824,0.010229,0.009541,0.010171,0.010171,603467
2019-01-18,0.010172,0.010250,0.009608,0.009654,0.009654,1616418
2019-01-19,0.009656,0.010155,0.009627,0.009990,0.009990,744322
2019-01-20,0.010002,0.010039,0.009490,0.009557,0.009557,581921
2019-01-21,0.009621,0.009853,0.008990,0.009403,0.009403,1291310
2019-01-22,0.009408,0.009868,0.009062,0.009614,0.009614,839658
2019-01-23,0.009581,0.009897,0.009318,0.009352,0.009352,1315134
2019-01-24,0.009354,0.009873,0.009313,0.009616,0.009616,711401
2019-01-25,0.009612,0.009619,0.009342,0.009391,0.009391,427033
2019-01-26,0.009401,0.009846,0.009198,0.009403,0.009403,341304
2019-01-27,0.009392,0.009594,0.009149,0.009172,0.009172,481832
2019-01-28,0.009180,0.009405,0.008614,0.008882,0.008882,857642
2019-01-29,0.008894,0.008995,0.008344,0.008610,0.008610,669572
2019-01-30,0.008596,0.009108,0.008456,0.009007,0.009007,745762
2019-01-31,0.008970,0.009169,0.008679,0.008732,0.008732,440072
2019-02-01,0.008737,0.009157,0.008645,0.008863,0.008863,658010
2019-02-02,0.008815,0.009049,0.008712,0.008803,0.008803,498609
2019-02-03,0.009032,0.009046,0.008662,0.008668,0.008668,380234
2019-02-04,0.008688,0.008890,0.008511,0.008780,0.008780,481485
2019-02-05,0.008744,0.008886,0.008511,0.008544,0.008544,606520
2019-02-06,0.008633,0.008682,0.008120,0.008318,0.008318,702905
2019-02-07,0.008329,0.008564,0.008179,0.008318,0.008318,566252
2019-02-08,0.008405,0.009782,0.008310,0.009430,0.009430,917562
2019-02-09,0.009423,0.009766,0.009339,0.009660,0.009660,520412
2019-02-10,0.009654,0.009667,0.009074,0.009240,0.009240,834643
2019-02-11,0.009249,0.009302,0.008584,0.008949,0.008949,1520683
2019-02-12,0.008906,0.008966,0.008491,0.008745,0.008745,766958
2019-02-13,0.008732,0.009212,0.008658,0.008876,0.008876,791291
2019-02-14,0.008836,0.009069,0.008784,0.008992,0.008992,553325
2019-02-15,0.008995,0.009093,0.008869,0.008989,0.008989,507939
2019-02-16,0.009005,0.009059,0.008818,0.008938,0.008938,515744
2019-02-17,0.008953,0.009176,0.008570,0.009123,0.009123,1161542
2019-02-18,0.009139,0.009936,0.009139,0.009870,0.009870,1016204
2019-02-19,0.009915,0.010082,0.009755,0.009894,0.009894,1036539
2019-02-20,0.009785,0.010134,0.009511,0.010084,0.010084,2283413
2019-02-21,0.010049,0.010487,0.009939,0.010216,0.010216,2436000
2019-02-22,0.010167,0.010549,0.009929,0.010358,0.010358,2185956
2019-02-23,0.010361,0.011731,0.010303,0.011608,0.011608,2491914
2019-02-24,0.011631,0.012451,0.010221,0.010304,0.010304,2807894
2019-02-25,0.010270,0.010896,0.010155,0.010582,0.010582,2303680
2019-02-26,0.010545,0.010784,0.010307,0.010644,0.010644,1907947
2019-02-27,0.010700,0.011116,0.010418,0.010718,0.010718,2201051
2019-02-28,0.010728,0.011029,0.010682,0.010977,0.010977,640418
2019-03-01,0.010937,0.011827,0.010886,0.011626,0.011626,1575783
2019-03-02,0.011657,0.011708,0.011232,0.011577,0.011577,1421894
2019-03-03,0.011489,0.011620,0.011216,0.011233,0.011233,821920
2019-03-04,0.011203,0.011327,0.010463,0.010596,0.010596,983068
2019-03-05,0.010637,0.011703,0.010637,0.011392,0.011392,1669847
2019-03-06,0.011398,0.011503,0.011127,0.011309,0.011309,979615
2019-03-07,0.011306,0.011872,0.011306,0.011568,0.011568,1301564
2019-03-08,0.011571,0.012449,0.011555,0.012267,0.012267,1865691
2019-03-09,0.012240,0.012934,0.011899,0.012891,0.012891,1332627
2019-03-10,0.012890,0.012959,0.012381,0.012633,0.012633,993049
2019-03-11,0.012662,0.013180,0.012431,0.013024,0.013024,1582680
2019-03-12,0.013045,0.015797,0.012757,0.014363,0.014363,8584760
2019-03-13,0.014206,0.015072,0.013751,0.014169,0.014169,2446268
2019-03-14,0.014243,0.014316,0.013830,0.014066,0.014066,1698511
2019-03-15,0.014092,0.014357,0.014015,0.014310,0.014310,1029401
2019-03-16,0.014261,0.014728,0.014204,0.014427,0.014427,1114513
2019-03-17,0.014446,0.014615,0.014319,0.014427,0.014427,861571
2019-03-18,0.014464,0.014777,0.013537,0.013674,0.013674,1575808
2019-03-19,0.013672,0.013813,0.013359,0.013626,0.013626,1027965
2019-03-20,0.013616,0.013677,0.013058,0.013466,0.013466,1281666
2019-03-21,0.013454,0.013543,0.012556,0.012636,0.012636,1032291
2019-03-22,0.012629,0.014738,0.012615,0.014571,0.014571,2873321
2019-03-23,0.014531,0.014669,0.012809,0.014655,0.014655,2735435
